Fenology	Rmax	M	Gamma	GenTime	MutRate	alpha	P	Kpftfactor	randomTrend	islandSide	Growth	Mrecruit	Germ	Mseed	Annual	Mass	Lineage	MotherspID	optimalAltitude	MassSeedling	MassSeed	KpftfactorSeedling	generalist	verticalgeneralist	speciesType	yearOfSpec
1717	4.37756	0.153215	-0.468	0.446	2.91837e-014	0.04101	0.37	0.000284434	0.29	2	0.154049	0.154049	0.249385	0.249385	0	480	644	0	6	96	0.0469894	7.11086e-005	2	2	0	0
6859	0.414004	0.0144901	-0.845	0.663	2.76003e-015	0.00301	0.65	0.666561	0.19	4	0.014569	0.014569	0.125315	0.125315	0	6e+006	645	0	6	1.2e+006	0.736998	0.16664	1	4	0	0
3626	3.30052	0.115518	271	0.635	2.20035e-014	0.04101	0.91	0.00185552	0.06	1	0.116147	0.116147	0.267271	0.267271	0	8000	646	0	1	1600	0.191833	0.000463881	1	2	0	0
19661	3.69579	0.129353	797	0.805	2.46386e-014	0.01601	0.83	0.000355245	0.63	1	0.130057	0.130057	0.219508	0.219508	0	670	647	0	7	134	0.0555158	8.88113e-005	2	6	0	0
3934	4.44876	0.155707	-0.609	0.786	2.96584e-014	0.04801	0.35	0.000272457	0.61	3	0.156554	0.156554	0.251405	0.251405	1	450	648	0	6	90	0.0454973	6.81143e-005	2	1	0	0
12966	5.93192	0.207617	288	0.644	3.95461e-014	0.04501	0.9	0.000311453	0.47	1	0.208748	0.208748	0.343735	0.343735	1	550	649	0	2	110	0.0502991	7.78632e-005	4	5	0	0
299	0.510841	0.0178795	-0.844	0.649	3.40561e-015	0.00601	0.43	1.00304	0.36	1	0.0179768	0.0179768	0.249316	0.249316	0	1e+007	650	0	2	2e+006	0.181741	0.25076	2	5	0	0
16991	1.77467	0.0621136	-0.438	0.603	1.18312e-014	0.02801	0.51	0.00396582	0.19	4	0.0624518	0.0624518	0.165708	0.165708	0	25000	651	0	5	5000	0.339116	0.000991456	3	5	0	0
18665	0.54185	0.0189648	-0.729	0.43	3.61234e-015	0.04601	0.47	0.830655	0.5	2	0.019068	0.019068	0.136828	0.136828	0	7.9e+006	652	0	2	1.58e+006	2.00337	0.207664	1	5	0	0
10827	1.08259	0.0378908	-0.528	0.586	7.2173e-015	0.00101	0.39	0.00938347	0.8	1	0.0380971	0.0380971	0.189598	0.189598	0	91000	653	0	7	18200	0.0997418	0.00234587	3	4	0	0
712	0.740148	0.0259052	-0.961	0.598	4.93432e-015	0.04701	0.96	0.520093	0.64	1	0.0260462	0.0260462	0.229125	0.229125	0	4.4e+006	654	0	0	880000	0.494024	0.130023	1	4	0	0
19265	2.65545	0.0929408	707	0.559	1.7703e-014	0.02401	0.39	0.0016975	0.85	4	0.0934468	0.0934468	0.211475	0.211475	0	7000	655	0	4	1400	0.179444	0.000424374	4	5	0	0
7450	0.481075	0.0168376	-0.135	0.578	3.20717e-015	0.03001	0.79	0.930148	0.65	3	0.0169293	0.0169293	0.165688	0.165688	0	9.1e+006	656	0	3	1.82e+006	0.666863	0.232537	1	7	0	0
31699	1.45718	0.0510013	-0.967	0.522	9.71453e-015	0.04501	0.76	0.00670799	0.73	1	0.0512789	0.0512789	0.150156	0.150156	0	55000	657	0	5	11000	0.502991	0.001677	3	4	0	0
2095	1.05737	0.0370079	-0.44	0.594	7.04912e-015	0.04601	0.46	0.0251953	0.18	2	0.0372094	0.0372094	0.0631118	0.0631118	0	100000	658	0	7	20000	8.12406	0.00629882	2	2	0	0
24609	0.543579	0.0190253	-0.66	0.904	3.62386e-015	0.03101	0.54	0.822232	0.04	1	0.0191288	0.0191288	0.204123	0.204123	0	7.8e+006	659	0	2	1.56e+006	0.404473	0.205558	2	5	0	0
27130	1.97951	0.0692827	-0.36	0.344	1.31967e-014	0.03001	0.5	0.00903656	0.07	4	0.0696599	0.0696599	0.333375	0.333375	0	86000	660	0	0	17200	0.110232	0.00225914	3	4	0	0
7418	1.18684	0.0415393	-0.921	0.961	7.91225e-015	0.01501	0.41	0.00734357	0.04	3	0.0417654	0.0417654	0.0680272	0.0680272	0	63000	661	0	7	12600	6.01845	0.00183589	3	3	0	0
25193	3.34369	0.117029	-0.224	0.746	2.22913e-014	0.02701	0.6	0.000463945	0.09	4	0.117666	0.117666	0.20879	0.20879	0	1000	662	0	7	200	0.0678233	0.000115986	2	5	0	0
31935	4.5966	0.160881	-0.919	0.721	3.0644e-014	0.00201	0.4	0.000198583	0.64	4	0.161757	0.161757	0.244802	0.244802	0	280	663	0	7	56	0.0358887	4.96458e-005	3	2	0	0
7716	0.467188	0.0163516	-0.066	0.287	3.11459e-015	0.00901	0.74	0.452773	0.89	3	0.0164406	0.0164406	0.234119	0.234119	0	3.7e+006	664	0	6	740000	0.0604965	0.113193	3	1	0	0
22214	10.1343	0.354701	-0.075	0.901	6.75621e-014	0.03501	0.56	9.3189e-005	0.87	4	0.356632	0.356632	0.468336	0.468336	1	90	665	0	1	18	0.020347	2.32973e-005	3	4	0	0
15703	4.02739	0.140959	474	0.749	2.68493e-014	0.00801	0.57	0.000355245	0.01	1	0.141726	0.141726	0.239203	0.239203	0	670	666	0	6	134	0.0555158	8.88113e-005	2	5	0	0
394	1.68739	0.0590588	480	0.315	1.12493e-014	0.04701	0.98	0.00889593	0.52	2	0.0593803	0.0593803	0.489665	0.489665	0	84000	667	0	2	16800	0.012214	0.00222398	1	5	0	0
26360	1.55848	0.0545467	-0.568	0.717	1.03898e-014	0.03601	0.74	0.00702937	0.88	2	0.0548436	0.0548436	0.0815263	0.0815263	0	59000	668	0	4	11800	8.12406	0.00175734	4	5	0	0
30442	6.10572	0.2137	-0.547	0.72	4.07048e-014	0.02201	0.67	0.000288371	0.07	1	0.214864	0.214864	0.348734	0.348734	1	490	669	0	2	98	0.0474763	7.20927e-005	4	2	0	0
15292	0.728043	0.0254815	182	0.835	4.85362e-015	0.00201	0.72	0.548273	0.37	3	0.0256202	0.0256202	0.563556	0.563556	0	4.7e+006	670	0	0	940000	0.0134986	0.137068	2	2	0	0
17575	5.59402	0.195791	-0.572	0.223	3.72935e-014	0.01701	0.47	0.000147921	0.23	2	0.196857	0.196857	0.281914	0.281914	1	180	671	0	6	36	0.028775	3.69804e-005	1	3	0	0
12431	0.481044	0.0168365	-0.629	0.248	3.20696e-015	0.01901	0.8	0.71064	0.35	3	0.0169282	0.0169282	0.186033	0.186033	0	6.5e+006	672	0	4	1.3e+006	0.299641	0.17766	4	3	0	0
30641	7.28043	0.254815	-0.861	0.873	4.85362e-014	0.01301	0.53	0.00028047	0.29	2	0.256202	0.256202	0.413668	0.413668	0	470	673	0	0	94	0.0464973	7.01176e-005	1	4	0	0
20438	1.50971	0.05284	-0.763	0.891	1.00648e-014	0.03501	0.73	0.00765117	0.54	1	0.0531276	0.0531276	0.0634927	0.0634927	0	67000	674	0	4	13400	22.0835	0.00191279	1	5	0	0
31004	1.37989	0.0482962	146	0.236	9.19928e-015	0.02501	0.94	0.00972408	0.11	4	0.0485592	0.0485592	0.195571	0.195571	0	96000	675	0	4	19200	0.245325	0.00243102	3	1	0	0
4536	9.43104	0.330086	-0.064	0.946	6.28736e-014	1e-005	0.76	0.000112888	0.67	1	0.331883	0.331883	0.451794	0.451794	1	120	676	0	1	24	0.0234947	2.82221e-005	3	5	0	0
7099	0.43472	0.0152152	-0.449	0.51	2.89813e-015	0.04801	0.48	0.433085	1	2	0.015298	0.015298	0.214843	0.214843	0	3.5e+006	677	0	7	700000	0.0604965	0.108271	4	1	0	0
1922	0.336925	0.0117924	55	0.427	2.24617e-015	0.00801	0.65	0.978895	0.06	3	0.0118566	0.0118566	0.0491515	0.0491515	0	9.7e+006	678	0	7	1.94e+006	22.0835	0.244724	1	3	0	0
9778	5.33391	0.186687	-0.283	0.343	3.55594e-014	0.04801	0.89	0.000264324	0	1	0.187703	0.187703	0.299718	0.299718	1	430	679	0	4	86	0.0444747	6.6081e-005	4	6	0	0
27440	6.97975	0.244291	-0.725	0.459	4.65317e-014	0.00501	0.6	0.000251884	0.61	3	0.245621	0.245621	0.388669	0.388669	1	400	680	0	1	80	0.0428952	6.29709e-005	3	5	0	0
15712	1.40854	0.0492988	-0.248	0.356	9.39025e-015	0.00701	0.8	0.00734357	0.93	1	0.0495672	0.0495672	0.281792	0.281792	0	63000	681	0	5	12600	0.040552	0.00183589	1	6	0	0
13467	0.593777	0.0207822	-0.332	0.326	3.95852e-015	0.04001	0.46	0.362281	0.97	1	0.0208953	0.0208953	0.270677	0.270677	0	2.8e+006	682	0	4	560000	0.0668589	0.0905702	3	5	0	0
8261	4.81044	0.168365	431	0.403	3.20696e-014	0.01701	0.45	0.000348141	0.2	3	0.169282	0.169282	0.284631	0.284631	0	650	683	0	4	130	0.0546809	8.70352e-005	2	6	0	0
894	0.880189	0.0308066	-0.238	0.968	5.86793e-015	0.03901	0.38	0.298715	0.28	2	0.0309743	0.0309743	0.174037	0.174037	0	2.2e+006	684	0	0	440000	1.48413	0.0746788	1	3	0	0
5857	2.69486	0.0943202	-0.976	0.333	1.79658e-014	0.00901	0.64	0.00318589	0.7	3	0.0948337	0.0948337	0.241506	0.241506	0	18000	685	0	1	3600	0.28775	0.000796473	1	1	0	0
26165	0.747672	0.0261685	-0.316	0.923	4.98448e-015	0.03601	0.74	0.0763778	0.01	4	0.026311	0.026311	0.114997	0.114997	0	400000	686	0	7	80000	0.736998	0.0190944	4	4	0	0
27835	0.467286	0.016355	-0.479	0.893	3.11524e-015	0.02301	0.37	0.779789	0.38	2	0.016444	0.016444	0.322443	0.322443	0	7.3e+006	687	0	4	1.46e+006	0.0332012	0.194947	3	2	0	0
11537	0.379479	0.0132818	481	0.424	2.52986e-015	0.04901	0.45	0.880753	0.68	4	0.0133541	0.0133541	0.293193	0.293193	0	8.5e+006	688	0	6	1.7e+006	0.024596	0.220188	4	5	0	0
2362	0.820849	0.0287297	-0.508	0.358	5.47233e-015	0.03801	0.44	0.219883	0.33	3	0.0288861	0.0288861	0.162995	0.162995	0	1.5e+006	689	0	2	300000	0.994843	0.0549708	1	7	0	0
8460	0.883488	0.0309221	-0.485	0.631	5.88992e-015	0.03801	0.9	0.132981	0.52	1	0.0310904	0.0310904	0.0708176	0.0708176	0	800000	690	0	3	160000	19.982	0.0332453	1	4	0	0
13641	3.77279	0.132048	-0.241	0.879	2.51519e-014	0.00101	0.57	0.000422815	0.49	2	0.132766	0.132766	0.231518	0.231518	1	870	691	0	6	174	0.0632614	0.000105704	3	4	0	0
5693	0.40125	0.0140438	-0.611	0.604	2.675e-015	0.00601	0.47	0.73676	0.18	1	0.0141202	0.0141202	0.0670763	0.0670763	0	6.8e+006	692	0	6	1.36e+006	8.97847	0.18419	4	1	0	0
2059	1.88446	0.0659562	-0.491	0.401	1.25631e-014	0.00601	0.49	0.00662644	0.4	3	0.0663153	0.0663153	0.19374	0.19374	0	54000	693	0	2	10800	0.498397	0.00165661	1	4	0	0
16037	0.587188	0.0205516	525	0.428	3.91459e-015	0.02101	0.88	0.491525	0.99	4	0.0206635	0.0206635	0.119714	0.119714	0	4.1e+006	694	0	3	820000	2.44692	0.122881	1	2	0	0
7142	0.405188	0.0141816	-0.846	0.801	2.70125e-015	0.02101	0.71	0.938316	0.28	2	0.0142588	0.0142588	0.352894	0.352894	0	9.2e+006	695	0	5	1.84e+006	0.0164872	0.234579	1	6	0	0
14901	1.07673	0.0376854	-1	0.682	7.17818e-015	0.03101	0.98	0.00952045	0.01	1	0.0378906	0.0378906	0.204365	0.204365	0	93000	696	0	7	18600	0.0738906	0.00238011	2	7	0	0
11382	9.32665	0.326433	-0.6	0.627	6.21776e-014	0.01001	0.74	9.3189e-005	0.21	4	0.32821	0.32821	0.431011	0.431011	0	90	697	0	2	18	0.020347	2.32973e-005	4	3	0	0
8281	1.39225	0.0487288	-0.657	0.908	9.28168e-015	0.01401	0.38	0.00757486	0.39	4	0.0489941	0.0489941	0.268049	0.268049	0	66000	698	0	5	13200	0.0495303	0.00189372	3	7	0	0
29529	6.44561	0.225596	-0.802	0.495	4.29707e-014	0.01801	0.67	0.000311453	0.07	4	0.226825	0.226825	0.373502	0.373502	1	550	699	0	1	110	0.0502991	7.78632e-005	4	3	0	0
20339	1.07101	0.0374855	-0.19	0.711	7.1401e-015	0.00501	0.68	0.00965644	0.06	3	0.0376896	0.0376896	0.243449	0.243449	0	95000	700	0	7	19000	0.036693	0.00241411	1	6	0	0
8621	0.850747	0.0297761	-0.183	0.317	5.67164e-015	0.00401	0.46	0.196098	0.78	3	0.0299382	0.0299382	0.465784	0.465784	0	1.3e+006	701	0	2	260000	0.0149182	0.0490245	3	1	0	0
11823	1.93597	0.0677591	617	0.257	1.29065e-014	0.01301	0.65	0.00958857	0.18	4	0.068128	0.068128	0.0979314	0.0979314	0	94000	702	0	0	18800	14.803	0.00239714	2	5	0	0
10202	5.37283	0.188049	-0.316	0.972	3.58189e-014	0.03101	0.8	0.000130993	0.6	3	0.189073	0.189073	0.264666	0.264666	0	150	703	0	7	30	0.0262679	3.27483e-005	3	6	0	0
23185	1.68673	0.0590356	-0.807	0.475	1.12449e-014	0.03301	0.79	0.00569294	0.41	1	0.059357	0.059357	0.168544	0.168544	0	43000	704	0	4	8600	0.444747	0.00142324	2	7	0	0
29392	0.435505	0.0152427	-0.667	0.2	2.90337e-015	0.01701	0.64	0.56686	0.19	1	0.0153257	0.0153257	0.367172	0.367172	0	4.9e+006	705	0	6	980000	0.01	0.141715	2	1	0	0
637	3.17465	0.111113	-0.225	0.672	2.11643e-014	0.01101	0.57	0.00256461	0.22	2	0.111718	0.111718	0.273163	0.273163	0	13000	706	0	0	2600	0.24454	0.000641152	3	7	0	0
3203	0.468256	0.0163889	-0.315	0.923	3.1217e-015	0.04401	0.86	0.341427	0.94	3	0.0164782	0.0164782	0.0680272	0.0680272	0	2.6e+006	707	0	7	520000	6.01845	0.0853567	3	2	0	0
3625	0.573391	0.0200687	-0.54	0.298	3.82261e-015	0.04701	0.67	0.693093	0.79	3	0.0201779	0.0201779	0.0917183	0.0917183	0	6.3e+006	708	0	2	1.26e+006	9.92275	0.173273	1	5	0	0
11244	6.89513	0.24133	-0.547	0.708	4.59675e-014	0.04001	0.88	0.00026021	0.44	4	0.242643	0.242643	0.386306	0.386306	0	420	709	0	1	84	0.0439545	6.50526e-005	1	1	0	0
24037	0.473457	0.016571	-0.205	0.232	3.15638e-015	0.01801	0.81	0.978895	0	3	0.0166612	0.0166612	0.125852	0.125852	0	9.7e+006	710	0	3	1.94e+006	2.00337	0.244724	2	6	0	0
1708	0.722439	0.0252854	668	0.307	4.81626e-015	0.00801	0.84	0.33088	0.34	1	0.025423	0.025423	0.237157	0.237157	0	2.5e+006	711	0	2	500000	0.22198	0.0827201	3	6	0	0
9987	0.433311	0.0151659	-0.506	0.405	2.88874e-015	0.03601	0.36	0.576096	0.58	3	0.0152485	0.0152485	0.160908	0.160908	0	5e+006	712	0	6	1e+006	0.271126	0.144024	3	7	0	0
22160	5.59402	0.195791	-0.059	0.218	3.72935e-014	0.01701	0.52	0.000147921	0.95	3	0.196857	0.196857	0.281914	0.281914	0	180	713	0	6	36	0.028775	3.69804e-005	1	5	0	0
3596	1.03785	0.0363246	-0.369	0.669	6.91897e-015	0.04801	0.65	0.0606759	0.4	3	0.0365223	0.0365223	0.244918	0.244918	0	300000	714	0	4	60000	0.0997418	0.015169	2	5	0	0
28508	0.55789	0.0195261	-0.008	0.22	3.71926e-015	0.00501	0.74	0.98696	0.6	1	0.0196324	0.0196324	0.384434	0.384434	0	9.8e+006	715	0	1	1.96e+006	0.0448169	0.24674	2	6	0	0
25768	4.6108	0.161378	-0.736	0.541	3.07387e-014	0.01101	0.5	0.000247668	0.98	2	0.162256	0.162256	0.255942	0.255942	1	390	716	0	6	78	0.0423556	6.19171e-005	1	5	0	0
12404	3.41256	0.11944	-0.033	0.453	2.27504e-014	0.04301	0.55	0.0016975	0.7	1	0.12009	0.12009	0.271769	0.271769	0	7000	717	0	1	1400	0.179444	0.000424374	3	5	0	0
8136	0.405802	0.0142031	417	0.846	2.70535e-015	0.02901	0.69	0.71064	0.06	1	0.0142804	0.0142804	0.278894	0.278894	0	6.5e+006	718	0	6	1.3e+006	0.0300417	0.17766	3	3	0	0
28666	1.38351	0.0484228	-0.605	0.571	9.2234e-015	0.02801	0.89	0.00965644	0.7	3	0.0486865	0.0486865	0.137817	0.137817	0	95000	719	0	4	19000	0.994843	0.00241411	4	5	0	0
16495	6.39403	0.223791	-0.497	0.393	4.26269e-014	0.01501	0.57	0.000396483	0.48	2	0.225009	0.225009	0.387669	0.387669	1	790	720	0	0	158	0.0602827	9.91208e-005	3	7	0	0
6117	0.419347	0.0146771	-0.993	0.572	2.79565e-015	0.03601	0.92	0.639763	0.36	4	0.014757	0.014757	0.105197	0.105197	0	5.7e+006	721	0	6	1.14e+006	1.48413	0.159941	3	1	0	0
23942	1.10121	0.0385425	524	0.931	7.34142e-015	0.01201	0.62	0.00896638	0.07	1	0.0387523	0.0387523	0.114997	0.114997	0	85000	722	0	7	17000	0.736998	0.0022416	3	1	0	0
8544	0.633473	0.0221716	-0.049	0.816	4.22315e-015	0.03001	0.64	0.855795	0.96	2	0.0222923	0.0222923	0.212569	0.212569	0	8.2e+006	723	0	0	1.64e+006	0.666863	0.213949	4	6	0	0
22467	4.29083	0.150179	-0.393	0.645	2.86055e-014	0.00801	0.87	0.000300023	0.36	1	0.150997	0.150997	0.246902	0.246902	0	520	724	0	6	104	0.0489081	7.50057e-005	3	1	0	0
880	0.425054	0.0148769	132	0.267	2.83369e-015	0.02601	0.85	0.61268	0.65	4	0.0149579	0.0149579	0.316028	0.316028	0	5.4e+006	725	0	6	1.08e+006	0.0182212	0.15317	1	4	0	0
25885	0.750006	0.0262502	-0.025	0.527	5.00004e-015	0.00701	0.45	0.171567	0.68	1	0.0263931	0.0263931	0.403802	0.403802	0	1.1e+006	726	0	4	220000	0.0134986	0.0428917	3	6	0	0
19233	3.48033	0.121812	-0.5	0.465	2.32022e-014	0.03901	0.83	0.00200708	0.56	3	0.122475	0.122475	0.286012	0.286012	0	9000	727	0	0	1800	0.20347	0.00050177	1	1	0	0
23056	0.637396	0.0223088	-0.908	0.971	4.2493e-015	1e-005	0.74	0.839056	0.69	2	0.0224303	0.0224303	0.485057	0.485057	0	8e+006	728	0	0	1.6e+006	0.024596	0.209764	4	2	0	0
3581	1.33375	0.0466813	-0.801	0.564	8.89167e-015	0.03401	0.72	0.0606759	0.55	2	0.0469354	0.0469354	0.277764	0.277764	0	300000	729	0	1	60000	0.164446	0.015169	3	1	0	0
10391	1.63627	0.0572695	-0.838	0.216	1.09085e-014	0.01101	0.39	0.00965644	0.84	2	0.0575813	0.0575813	0.345061	0.345061	0	95000	730	0	2	19000	0.0495303	0.00241411	4	2	0	0
29161	0.350313	0.012261	185	0.736	2.33542e-015	0.01201	0.65	0.864135	0.19	3	0.0123277	0.0123277	0.101485	0.101485	0	8.3e+006	731	0	7	1.66e+006	1.2151	0.216034	4	4	0	0
29891	0.494944	0.017323	-0.987	0.721	3.29963e-015	0.02201	0.87	0.648726	0.1	4	0.0174173	0.0174173	0.251119	0.251119	0	5.8e+006	732	0	4	1.16e+006	0.0902501	0.162181	2	1	0	0
1258	0.953506	0.0333727	-0.096	0.911	6.35671e-015	0.01601	0.37	0.0606759	0.23	3	0.0335544	0.0335544	0.24868	0.24868	0	300000	733	0	5	60000	0.0668589	0.015169	2	3	0	0
22887	0.690756	0.0241765	52	0.336	4.60504e-015	0.04801	0.86	0.648726	0.64	2	0.0243081	0.0243081	0.497336	0.497336	0	5.8e+006	734	0	0	1.16e+006	0.0222554	0.162181	1	5	0	0
15902	3.41412	0.119494	936	0.545	2.27608e-014	0.03301	0.6	0.000438862	0.45	2	0.120145	0.120145	0.210977	0.210977	0	920	735	0	7	184	0.0650538	0.000109715	4	5	0	0
3866	0.568108	0.0198838	-0.084	0.959	3.78739e-015	0.02201	0.7	0.183935	0.1	4	0.019992	0.019992	0.0467544	0.0467544	0	1.2e+006	736	0	7	240000	26.9728	0.0459837	3	7	0	0
31008	4.74685	0.16614	7	0.479	3.16456e-014	0.04701	0.47	0.000451491	0.26	1	0.167044	0.167044	0.294898	0.294898	0	960	737	0	3	192	0.066453	0.000112873	4	2	0	0
31414	0.807869	0.0282754	-0.085	0.971	5.3858e-015	0.03001	0.44	0.393014	0.21	1	0.0284294	0.0284294	0.428061	0.428061	0	3.1e+006	738	0	0	620000	0.040552	0.0982536	2	3	0	0
2707	2.05529	0.0719352	826	0.884	1.37019e-014	1e-005	0.57	0.00817516	0.47	1	0.0723268	0.0723268	0.286938	0.286938	0	74000	739	0	0	14800	0.200855	0.00204379	3	2	0	0
20396	1.75131	0.0612958	-0.979	0.223	1.16754e-014	0.03601	0.56	0.00515027	0.87	1	0.0616295	0.0616295	0.17174	0.17174	0	37000	740	0	4	7400	0.412553	0.00128757	2	4	0	0
25698	9.38792	0.328577	33	0.808	6.25861e-014	0.00601	0.85	0.000142391	0.08	2	0.330366	0.330366	0.469741	0.469741	1	170	741	0	0	34	0.0279643	3.55979e-005	4	2	0	0
19845	4.14004	0.144901	45	0.649	2.76003e-014	0.01701	0.42	0.000330052	0.71	3	0.14569	0.14569	0.242525	0.242525	1	600	742	0	6	120	0.0525357	8.2513e-005	4	2	0	0
23730	0.508642	0.0178025	-0.096	0.279	3.39095e-015	0.01601	0.9	0.594459	0.64	1	0.0178994	0.0178994	0.210803	0.210803	0	5.2e+006	743	0	4	1.04e+006	0.181741	0.148615	3	3	0	0
21235	5.36538	0.187788	-0.567	0.26	3.57692e-014	0.00401	0.96	0.00026021	0.88	2	0.188811	0.188811	0.300601	0.300601	1	420	744	0	4	84	0.0439545	6.50526e-005	1	4	0	0
674	1.1776	0.041216	264	0.28	7.85067e-015	0.04501	0.6	0.00749816	0.04	3	0.0414404	0.0414404	0.171556	0.171556	0	65000	745	0	7	13000	0.148797	0.00187454	1	1	0	0
476	0.640285	0.02241	-0.171	0.472	4.26857e-015	0.03201	0.86	0.372595	0.28	2	0.022532	0.022532	0.223656	0.223656	0	2.9e+006	746	0	3	580000	0.200855	0.0931488	2	5	0	0
11597	2.72351	0.0953228	-0.264	0.475	1.81567e-014	0.00901	0.67	0.00385936	0.14	3	0.0958417	0.0958417	0.25301	0.25301	0	24000	747	0	0	4800	0.332265	0.00096484	4	1	0	0
10382	0.638396	0.0223439	750	0.435	4.25597e-015	0.02101	0.92	0.491525	0.67	1	0.0224655	0.0224655	0.130154	0.130154	0	4.1e+006	748	0	2	820000	2.44692	0.122881	2	5	0	0
8221	4.52526	0.158384	186	0.228	3.01684e-014	0.03301	0.65	0.000409755	0.08	2	0.159246	0.159246	0.276065	0.276065	0	830	749	0	4	166	0.06179	0.000102439	3	7	0	0
7709	5.86925	0.205424	108	0.724	3.91283e-014	0.03901	0.36	0.000399822	0.71	2	0.206542	0.206542	0.356411	0.356411	1	800	750	0	1	160	0.060663	9.99554e-005	3	5	0	0
27620	0.49227	0.0172295	-0.725	0.803	3.2818e-015	0.04201	0.69	0.864135	0.9	3	0.0173233	0.0173233	0.178593	0.178593	0	8.3e+006	751	0	3	1.66e+006	0.494024	0.216034	2	3	0	0
26522	0.484817	0.0169686	-0.673	0.647	3.23211e-015	0.02001	0.6	0.693093	0.76	2	0.017061	0.017061	0.0835901	0.0835901	0	6.3e+006	752	0	4	1.26e+006	7.35095	0.173273	1	1	0	0
30669	5.76408	0.201743	-0.068	0.379	3.84272e-014	0.03601	0.94	0.000419569	0.1	4	0.202841	0.202841	0.353204	0.353204	0	860	753	0	1	172	0.0628967	0.000104892	1	5	0	0
17705	1.97379	0.0690828	-0.998	0.975	1.31586e-014	0.01801	0.39	0.00910647	0.15	1	0.0694589	0.0694589	0.132194	0.132194	0	87000	754	0	0	17400	4.45858	0.00227662	4	3	0	0
1976	1.47776	0.0517215	-0.944	0.683	9.85171e-015	0.01201	0.39	0.00646181	0.69	3	0.052003	0.052003	0.151212	0.151212	0	52000	755	0	5	10400	0.489081	0.00161545	2	2	0	0
21059	0.43384	0.0151844	-0.719	0.632	2.89226e-015	0.04901	0.46	0.754045	0.17	2	0.015267	0.015267	0.344181	0.344181	0	7e+006	756	0	5	1.4e+006	0.0182212	0.188511	4	3	0	0
29703	3.7835	0.132423	-0.516	0.291	2.52233e-014	0.00601	0.45	0.000333709	0.7	4	0.133143	0.133143	0.222097	0.222097	1	610	757	0	7	122	0.0529717	8.34272e-005	2	6	0	0
90	1.63027	0.0570596	-0.207	0.338	1.08685e-014	0.03101	0.61	0.00780267	0.77	3	0.0573702	0.0573702	0.0802469	0.0802469	0	69000	758	0	3	13800	12.1197	0.00195067	3	7	0	0
24503	6.74008	0.235903	-0.764	0.664	4.49339e-014	0.00301	0.43	0.000276478	0.62	4	0.237187	0.237187	0.381938	0.381938	1	460	759	0	1	92	0.046	6.91196e-005	1	6	0	0
24741	2.16593	0.0758074	-0.242	0.651	1.44395e-014	0.01201	0.91	0.00710857	0.03	4	0.0762201	0.0762201	0.146096	0.146096	0	60000	760	0	0	12000	2.98867	0.00177714	2	6	0	0
28979	1.10121	0.0385425	-0.45	0.994	7.34142e-015	0.01901	0.76	0.00896638	0.04	4	0.0387523	0.0387523	0.112158	0.112158	0	85000	761	0	7	17000	0.814509	0.0022416	2	4	0	0
30133	0.559402	0.0195791	-0.444	0.414	3.72935e-015	0.04001	0.87	0.254412	0.18	1	0.0196857	0.0196857	0.0509493	0.0509493	0	1.8e+006	762	0	6	360000	26.9728	0.0636029	3	6	0	0
12955	5.96471	0.208765	-0.203	0.585	3.97647e-014	0.01201	0.86	0.000382986	0.15	4	0.209901	0.209901	0.359298	0.359298	1	750	763	0	1	150	0.0587367	9.57464e-005	3	3	0	0
27740	1.85148	0.0648019	-0.398	0.565	1.23432e-014	0.01101	0.94	0.0028213	0.55	1	0.0651546	0.0651546	0.162186	0.162186	0	15000	764	0	6	3000	0.262679	0.000705325	4	3	0	0
762	4.43669	0.155284	877	0.368	2.95779e-014	0.03501	0.82	0.000344561	0.85	1	0.156129	0.156129	0.262008	0.262008	1	640	765	0	5	128	0.0542586	8.61403e-005	4	1	0	0
12599	6.47525	0.226634	-0.602	0.452	4.31683e-014	0.01601	0.61	0.000307667	0.21	3	0.227867	0.227867	0.374359	0.374359	0	540	766	0	1	108	0.0498397	7.69166e-005	2	4	0	0
31755	4.90767	0.171768	-0.479	0.865	3.27178e-014	0.00401	0.78	0.000330052	0.87	1	0.172704	0.172704	0.287493	0.287493	0	600	767	0	4	120	0.0525357	8.2513e-005	4	1	0	0
27212	5.79809	0.202933	-0.371	0.367	3.86539e-014	0.00801	0.76	0.000413039	0.68	4	0.204038	0.204038	0.354244	0.354244	0	840	768	0	1	168	0.0621611	0.00010326	4	3	0	0
21244	0.441162	0.0154407	97	0.841	2.94108e-015	0.03101	0.42	0.413171	0.24	3	0.0155247	0.0155247	0.0600338	0.0600338	0	3.3e+006	769	0	7	660000	9.92275	0.103293	1	6	0	0
29925	1.55194	0.0543179	-0.296	0.896	1.03463e-014	0.04801	0.85	0.00710857	0.67	3	0.0546137	0.0546137	0.190743	0.190743	0	60000	770	0	4	12000	0.271126	0.00177714	3	1	0	0
8604	1.56197	0.0546688	-0.149	0.912	1.04131e-014	0.04001	0.41	0.00353068	0.7	4	0.0549664	0.0549664	0.142703	0.142703	0	21000	771	0	7	4200	0.310805	0.000882669	4	3	0	0
304	3.37799	0.11823	-0.315	0.994	2.25199e-014	0.02101	0.65	0.000451491	0.97	2	0.118873	0.118873	0.209858	0.209858	1	960	772	0	7	192	0.066453	0.000112873	1	3	0	0
